Qty,Line Item,Manufacturer,MPN,Octopart URL,Schematic Reference,Internal Part Number,Description,Total Qty (@ Batch Size: 1),SKU,SKU,SKU,SKU,Packaging,Packaging,Packaging,Packaging,Unit Price (@ Batch Size: 1),Unit Price (@ Batch Size: 1),Unit Price (@ Batch Size: 1),Unit Price (@ Batch Size: 1),In Stock,In Stock,In Stock,In Stock,MOQ,MOQ,MOQ,MOQ,URL,URL,URL,URL,Distributor [Lowest Price (Overall)],SKU [Lowest Price (Overall)],Packaging [Lowest Price (Overall)],Unit Price (@ Batch Size: 1) [Lowest Price (Overall)],Line Total [Lowest Price (Overall)],Batch Total [Lowest Price (Overall)],In Stock [Lowest Price (Overall)],MOQ [Lowest Price (Overall)],URL [Lowest Price (Overall)],Notes
,,,,,,,,,Digi-Key,Future Electronics,Mouser,RS Components,Digi-Key,Future Electronics,Mouser,RS Components,Digi-Key,Future Electronics,Mouser,RS Components,Digi-Key,Future Electronics,Mouser,RS Components,Digi-Key,Future Electronics,Mouser,RS Components,Digi-Key,Future Electronics,Mouser,RS Components,,,,,,,,,,
8,541-5.10CCCT-ND,Vishay,CRCW08055R10FKEA,https://octopart.com/crcw08055r10fkea-vishay-42467176,R12 R15 R27 R30 R42 R45 R57 R60,,5.1 Ohms  ±1%  0.125W  0805 (2012 Metric)  Automotive AEC-Q200  Thick Film,8,541-5.10CCCT-ND,7722788,71-CRCW08055R10FKEA,,Cut Tape,Cut Tape,Tape & Reel,,0.084688,0.08299424,0.084688,,20440,5000,30035,,1,1,1,,https://octopart.com/click/track?ai=8237&sig=0abda2e&sid=459&ppid=42467176&vpid=119636794&ct=offers,https://octopart.com/click/track?ai=8237&sig=093c1e6&sid=2454&ppid=42467176&vpid=496600687&ct=offers,https://octopart.com/click/track?ai=8237&sig=043f717&sid=2401&ppid=42467176&vpid=116319573&ct=offers,,Newark,47P3744,Cut Tape,0.00254064,0.02032512,0.02032512,1168,1,https://octopart.com/click/track?ai=8237&sig=092e02e&sid=2402&ppid=42467176&vpid=115417187&ct=offers,
4,541-3694-1-ND,Vishay,TNPW060356K2BEEA,https://octopart.com/tnpw060356k2beea-vishay-42435973,R9 R24 R39 R54,,56.2 kOhms  ±0.1%  0.125W  0603 (1608 Metric)  Anti-Sulfur  Automotive AEC-Q200  Moisture Resistant  Thin Film,4,541-3694-1-ND,8103429,71-TNPW060356K2BEEA,,Cut Tape,Tape & Reel,Tape & Reel,,0.4996592,,0.5250656,,8076,0,7787,,1,5000,1,,https://octopart.com/click/track?ai=8237&sig=0b247b3&sid=459&ppid=42435973&vpid=431502314&ct=offers,https://octopart.com/click/track?c=1&ai=8237&sig=0809199&sid=2454&ppid=42435973&vpid=495693367&ct=offers,https://octopart.com/click/track?ai=8237&sig=0a929a4&sid=2401&ppid=42435973&vpid=165618462&ct=offers,,Arrow Electronics,TNPW060356K2BEEA,Cut Tape,0.369747808,1.478991232,1.478991232,1895,1,https://octopart.com/click/track?ai=8237&sig=096d79b&sid=1106&ppid=42435973&vpid=507449763&ct=offers,
4,541-3611-1-ND,Vishay,TNPW06031K69BEEA,https://octopart.com/tnpw06031k69beea-vishay-42438993,R8 R23 R38 R53,,1.69 kOhms  ±0.1%  0.125W  0603 (1608 Metric)  Anti-Sulfur  Automotive AEC-Q200  Moisture Resistant  Thin Film,4,541-3611-1-ND,,71-TNPW06031K69BEEA,,Cut Tape,,Tape & Reel,,0.4996592,,0.5420032,,6827,,1751,,1,,1,,https://octopart.com/click/track?ai=8237&sig=03dc1c0&sid=459&ppid=42438993&vpid=431502062&ct=offers,,https://octopart.com/click/track?ai=8237&sig=0289e2c&sid=2401&ppid=42438993&vpid=165618105&ct=offers,,Digi-Key,541-3611-1-ND,Cut Tape,0.4996592,1.9986368,1.9986368,6827,1,https://octopart.com/click/track?ai=8237&sig=03dc1c0&sid=459&ppid=42438993&vpid=431502062&ct=offers,
4,541-2003-1-ND,Vishay,TNPW06031K87BEEA,https://octopart.com/tnpw06031k87beea-vishay-42441901,R1 R16 R31 R46,,1.87 kOhms  ±0.1%  0.125W  0603 (1608 Metric)  Anti-Sulfur  Automotive AEC-Q200  Moisture Resistant  Thin Film,4,541-2003-1-ND,2113217,71-TNPW06031K87BEEA,,Cut Tape,Cut Tape,Tape & Reel,,0.4996592,0.5377688,0.5420032,,5402,14900,4086,,1,1,1,,https://octopart.com/click/track?ai=8237&sig=058ee45&sid=459&ppid=42441901&vpid=120575746&ct=offers,https://octopart.com/click/track?ai=8237&sig=055741a&sid=2454&ppid=42441901&vpid=657074874&ct=offers,https://octopart.com/click/track?ai=8237&sig=05beab5&sid=2401&ppid=42441901&vpid=116126023&ct=offers,,Quest,TNPW06031K87BEEA,,0.13719456,0.54877824,0.54877824,3870,1,https://octopart.com/click/track?ai=8237&sig=0087c65&sid=2412&ppid=42441901&vpid=249071031&ct=offers,
4,TNP24.9KAACT-ND,Vishay,TNPW060324K9BEEA,https://octopart.com/tnpw060324k9beea-vishay-42442060,R2 R17 R32 R47,,24.9 kOhms  ±0.1%  0.125W  0603 (1608 Metric)  Anti-Sulfur  Automotive AEC-Q200  Moisture Resistant  Thin Film,4,TNP24.9KAACT-ND,1054343,71-TNPW060324K9BEEA,,Cut Tape,Cut Tape,Tape & Reel,,0.4996592,0.5377688,0.5250656,,8797,0,7405,,1,1,1,,https://octopart.com/click/track?ai=8237&sig=03b9da1&sid=459&ppid=42442060&vpid=115225350&ct=offers,https://octopart.com/click/track?c=1&ai=8237&sig=0bc8436&sid=2454&ppid=42442060&vpid=416970943&ct=offers,https://octopart.com/click/track?ai=8237&sig=083c98c&sid=2401&ppid=42442060&vpid=116520523&ct=offers,,Newark,05R3608,Cut Tape,0.15074464,0.60297856,0.60297856,4081,1,https://octopart.com/click/track?ai=8237&sig=0a54995&sid=2402&ppid=42442060&vpid=249310104&ct=offers,
10,311-10.0KCRCT-ND,Yageo,RC0805FR-0710KL,https://octopart.com/rc0805fr-0710kl-yageo-40301103,R62 R63 R74 R66 R67 R68 R75 R69 R76 R73,,10 kOhms ±1% 0.125W  1/8W Chip Resistor 0805 (2012 Metric) Moisture Resistant Thick Film,10,311-10.0KCRCT-ND,5508098,603-RC0805FR-0710KL,6185163,Cut Tape,Cut Tape,Tape & Reel,,0.03302832,0.08299424,0.026,,18858295,755119,4327515,197,1,1,1,5000,https://octopart.com/click/track?ai=8237&sig=02e3450&sid=459&ppid=40301103&vpid=114983200&ct=offers,https://octopart.com/click/track?ai=8237&sig=0e8deca&sid=2454&ppid=40301103&vpid=416981992&ct=offers,https://octopart.com/click/track?ai=8237&sig=0ce41c7&sid=2401&ppid=40301103&vpid=114830364&ct=offers,https://octopart.com/click/track?ai=8237&sig=0fcbcab&sid=10022&ppid=40301103&vpid=566107743&ct=offers,Arrow Electronics,RC0805FR-0710KL,Cut Tape,0.01566728,0.1566728,0.1566728,4850,1,https://octopart.com/click/track?ai=8237&sig=0f10d76&sid=1106&ppid=40301103&vpid=475859977&ct=offers,
1,311-124KHRCT-ND,Yageo,RC0603FR-07124KL,https://octopart.com/rc0603fr-07124kl-yageo-1181373,R64,,124 kOhms ±1% 0.1W  1/10W Chip Resistor 0603 (1608 Metric) Moisture Resistant Thick Film,1,311-124KHRCT-ND,2857217,603-RC0603FR-07124KL,,Cut Tape,Cut Tape,Tape & Reel,,0.084688,0.08299424,0.084688,,74712,34377,54629,,1,1,1,,https://octopart.com/click/track?ai=8237&sig=0571ad6&sid=459&ppid=1181373&vpid=1125545&ct=offers,https://octopart.com/click/track?ai=8237&sig=0c4dfd4&sid=2454&ppid=1181373&vpid=110211575&ct=offers,https://octopart.com/click/track?ai=8237&sig=081b374&sid=2401&ppid=1181373&vpid=45874266&ct=offers,,Quest,RC0603FR-07124KL,,0.06097536,0.06097536,0.06097536,4800,1,https://octopart.com/click/track?ai=8237&sig=0eca94e&sid=2412&ppid=1181373&vpid=20017854&ct=offers,
1,311-115KHRCT-ND,Yageo,RC0603FR-07115KL,https://octopart.com/rc0603fr-07115kl-yageo-39802770,R61,,115 kOhms ±1% 0.1W  1/10W Chip Resistor 0603 (1608 Metric) Moisture Resistant Thick Film,1,311-115KHRCT-ND,1336957,603-RC0603FR-07115KL,,Cut Tape,Cut Tape,Tape & Reel,,0.084688,0.08299424,0.084688,,139797,54950,58597,,1,1,1,,https://octopart.com/click/track?ai=8237&sig=04a192c&sid=459&ppid=39802770&vpid=114982764&ct=offers,https://octopart.com/click/track?ai=8237&sig=0ddf88a&sid=2454&ppid=39802770&vpid=477064947&ct=offers,https://octopart.com/click/track?ai=8237&sig=0a81545&sid=2401&ppid=39802770&vpid=115161138&ct=offers,,ExcessParts.Net,RC0603FR-07115KL,,0.0084688,0.0084688,0.0084688,3850,1,https://octopart.com/click/track?ai=8237&sig=0ffd0da&sid=13803&ppid=39802770&vpid=135727487&ct=offers,
3,311-56KHRCT-ND,Yageo,RC0603FR-0756KL,https://octopart.com/rc0603fr-0756kl-yageo-41455254,R70 R72 R77,,56 kOhms ±1% 0.1W  1/10W Chip Resistor 0603 (1608 Metric) Moisture Resistant Thick Film,3,311-56KHRCT-ND,8098973,603-RC0603FR-0756KL,,Cut Tape,Cut Tape,Tape & Reel,,0.084688,0.08299424,0.084688,,1380733,1559986,493355,,1,1,1,,https://octopart.com/click/track?ai=8237&sig=014be49&sid=459&ppid=41455254&vpid=115141445&ct=offers,https://octopart.com/click/track?ai=8237&sig=0a851fd&sid=2454&ppid=41455254&vpid=476987562&ct=offers,https://octopart.com/click/track?ai=8237&sig=0aeb601&sid=2401&ppid=41455254&vpid=116521357&ct=offers,,Quest,RC0603FR-0756KL,,0.01016256,0.03048768,0.03048768,48401,1,https://octopart.com/click/track?ai=8237&sig=0ed931c&sid=2412&ppid=41455254&vpid=476230988&ct=offers,
1,311-200KHRCT-ND,Yageo,RC0603FR-07200KL,https://octopart.com/rc0603fr-07200kl-yageo-1190520,R71,,200 kOhms ±1% 0.1W  1/10W Chip Resistor 0603 (1608 Metric) Moisture Resistant Thick Film,1,311-200KHRCT-ND,5736392,603-RC0603FR-07200KL,1995486,Cut Tape,Cut Tape,Tape & Reel,,0.084688,0.08299424,0.084688,,1400714,3715238,894243,4900,1,1,1,5000,https://octopart.com/click/track?ai=8237&sig=090581a&sid=459&ppid=1190520&vpid=2026445&ct=offers,https://octopart.com/click/track?ai=8237&sig=089b0f5&sid=2454&ppid=1190520&vpid=19678967&ct=offers,https://octopart.com/click/track?ai=8237&sig=0f679c2&sid=2401&ppid=1190520&vpid=57541751&ct=offers,https://octopart.com/click/track?ai=8237&sig=0764a5a&sid=10022&ppid=1190520&vpid=656242088&ct=offers,Freelance Electronics,RC0603FR-07200KL,,0.000338752,0.000338752,0.000338752,7828,1,https://octopart.com/click/track?ai=8237&sig=08b85c3&sid=13062&ppid=1190520&vpid=319375670&ct=offers,
1,311-2.00CRCT-ND,Yageo,RC0805FR-072RL,https://octopart.com/rc0805fr-072rl-yageo-1181420,R78,,Snubber R,1,311-2.00CRCT-ND,9756495,603-RC0805FR-072RL,1995697,Cut Tape,Cut Tape,Tape & Reel,,0.084688,0.08299424,0.084688,,1704882,150000,146838,5000,1,1,1,5000,https://octopart.com/click/track?ai=8237&sig=0e7e445&sid=459&ppid=1181420&vpid=1925432&ct=offers,https://octopart.com/click/track?ai=8237&sig=0f715e3&sid=2454&ppid=1181420&vpid=19679722&ct=offers,https://octopart.com/click/track?ai=8237&sig=0afa39c&sid=2401&ppid=1181420&vpid=56155949&ct=offers,https://octopart.com/click/track?ai=8237&sig=02304be&sid=10022&ppid=1181420&vpid=658097364&ct=offers,Arrow Electronics,RC0805FR-072RL,Cut Tape,0.042936816,0.042936816,0.042936816,3446,1,https://octopart.com/click/track?ai=8237&sig=0c3f33a&sid=1106&ppid=1181420&vpid=591617715&ct=offers,DNI
1,541-2788-1-ND,Vishay,RCS06031K00FKEA,https://octopart.com/rcs06031k00fkea-vishay-75058670,R65,,1 kOhms ±1% 0.25W  1/4W Chip Resistor 0603 (1608 Metric) Automotive AEC-Q200  Pulse Withstanding Thick Film,1,541-2788-1-ND,,71-RCS06031K00FKEA,,Cut Tape,,Tape & Reel,,0.1185632,,0.127032,,16520,,8642,,1,,1,,https://octopart.com/click/track?ai=8237&sig=0f4f6e5&sid=459&ppid=75058670&vpid=251834840&ct=offers,,https://octopart.com/click/track?ai=8237&sig=0cf4443&sid=2401&ppid=75058670&vpid=266650608&ct=offers,,Digi-Key,541-2788-1-ND,Cut Tape,0.1185632,0.1185632,0.1185632,16520,1,https://octopart.com/click/track?ai=8237&sig=0f4f6e5&sid=459&ppid=75058670&vpid=251834840&ct=offers,
4,LT5400BIMS8E-4#PBF-ND,Analog Devices,LT5400BIMS8E-4#PBF,https://octopart.com/lt5400bims8e-4%23pbf-analog+devices-88316368,RN1 RN2 RN3 RN4,,"1k Ohm ±15% 800mW Power Per Element Isolated  Resistor Network/Array ±25ppm/°C 8-TSSOP  8-MSOP (0.118""  3.00mm Width) Exposed Pad""",4,LT5400BIMS8E-4#PBF-ND,,584-5400BIMS8E-4PBF,,Tube,,Tube,,8.1046416,,8.0961728,,2215,,1129,,1,,1,,https://octopart.com/click/track?ai=8237&sig=07dae5c&sid=459&ppid=88316368&vpid=650444160&ct=offers,,https://octopart.com/click/track?ai=8237&sig=05c93d2&sid=2401&ppid=88316368&vpid=457794773&ct=offers,,Verical,LT5400BIMS8E-4#PBF,,4.5392768,18.1571072,18.1571072,3,2,https://octopart.com/click/track?ai=8237&sig=074343b&sid=5489&ppid=88316368&vpid=581264749&ct=offers,
2,3314G-102ECT-ND,Bourns,3314G-1-102E,https://octopart.com/3314g-1-102e-bourns-98248,RV2 RV1,,1 kOhms 0.25W  1/4W Gull Wing Surface Mount Trimmer Potentiometer Cermet 1 Turn Top Adjustment,2,3314G-102ECT-ND,,652-3314G-1-102E,1001133,Cut Tape,,Tape & Reel,,1.778448,,1.7615104,,2145,,2509,210,1,,1,10,https://octopart.com/click/track?ai=8237&sig=0012f07&sid=459&ppid=98248&vpid=1526624&ct=offers,,https://octopart.com/click/track?ai=8237&sig=06d9816&sid=2401&ppid=98248&vpid=37636024&ct=offers,https://octopart.com/click/track?ai=8237&sig=0099b43&sid=10022&ppid=98248&vpid=565365526&ct=offers,Newark,59K0392,Cut Tape,0.56486896,1.12973792,1.12973792,134,1,https://octopart.com/click/track?ai=8237&sig=092fff4&sid=2402&ppid=98248&vpid=3002908&ct=offers,
4,AD8422ARZ-R7CT-ND,Analog Devices,AD8422ARZ-R7,https://octopart.com/ad8422arz-r7-analog+devices-21642225,U13 U7 U10 U4,,Instrumentation Amplifier  Rail-to-Rail  8-SOIC,4,AD8422ARZ-R7CT-ND,,584-AD8422ARZ-R7,,Cut Tape,,Tape & Reel,,5.4793136,,5.4793136,,38,,2391,,1,,1,,https://octopart.com/click/track?ai=8237&sig=0c4bff7&sid=459&ppid=21642225&vpid=127516585&ct=offers,,https://octopart.com/click/track?ai=8237&sig=0c6fdc6&sid=2401&ppid=21642225&vpid=457788869&ct=offers,,Utmel Electronic,AD8422ARZ-R7,,3.7410924,14.9643696,14.9643696,4700,1,https://octopart.com/click/track?ai=8237&sig=0c7872c&sid=29008&ppid=21642225&vpid=630860854&ct=offers,
4,AD8475ARMZ-ND,Analog Devices,AD8475ARMZ,https://octopart.com/ad8475armz-analog+devices-18994321,U5 U8 U11 U14,,Funnel Amplifier 1 Circuit Differential  Rail-to-Rail 10-MSOP,4,AD8475ARMZ-ND,,584-AD8475ARMZ,7590083,Tube,,Tube,,4.6663088,,4.6663088,4.64,437,,356,79,1,,1,1,https://octopart.com/click/track?ai=8237&sig=0a67239&sid=459&ppid=18994321&vpid=34767239&ct=offers,,https://octopart.com/click/track?ai=8237&sig=03f3726&sid=2401&ppid=18994321&vpid=77655572&ct=offers,https://octopart.com/click/track?ai=8237&sig=0e606de&sid=10022&ppid=18994321&vpid=565323871&ct=offers,CoreStaff,ST43539884,,4.12815028481579,16.5126011392632,16.5126011392632,200,1,https://octopart.com/click/track?ai=8237&sig=05c1f1e&sid=27968&ppid=18994321&vpid=654316920&ct=offers,
4,ADA4622-2BRZ-R7CT-ND,Analog Devices,ADA4622-2BRZ-R7,https://octopart.com/ada4622-2brz-r7-analog+devices-64887665,U3 U6 U9 U12,,J-FET Amplifier 2 Circuit Rail-to-Rail 8-SOIC,4,ADA4622-2BRZ-R7CT-ND,,584-ADA4622-2BRZ-R7,,Cut Tape,,Tape & Reel,,6.8089152,,6.8089152,,960,,2000,,1,,1,,https://octopart.com/click/track?ai=8237&sig=02ea15e&sid=459&ppid=64887665&vpid=423777320&ct=offers,,https://octopart.com/click/track?ai=8237&sig=066eaf6&sid=2401&ppid=64887665&vpid=253187474&ct=offers,,Arrow Electronics,ADA4622-2BRZ-R7,Cut Tape,6.17968336,24.71873344,24.71873344,73,1,https://octopart.com/click/track?ai=8237&sig=0f9292f&sid=1106&ppid=64887665&vpid=473144371&ct=offers,
1,296-47504-1-ND,Texas Instruments,TPS7A3901DSCT,https://octopart.com/tps7a3901dsct-texas+instruments-85102039,U1,,Linear Voltage Regulator IC  2 Output  150mA 10-WSON (3x3),1,296-47504-1-ND,,595-TPS7A3901DSCT,,Cut Tape,,Tape & Reel,,4.1327744,,4.1327744,,2954,,1653,,1,,1,,https://octopart.com/click/track?ai=8237&sig=05be639&sid=459&ppid=85102039&vpid=452722520&ct=offers,,https://octopart.com/click/track?ai=8237&sig=0225af2&sid=2401&ppid=85102039&vpid=449283270&ct=offers,,Texas Instruments,TPS7A3901DSCT,Cut Tape,2.86753568,2.86753568,2.86753568,44037,1,https://octopart.com/click/track?ai=8237&sig=08b819a&sid=27219&ppid=85102039&vpid=510707783&ct=offers,
1,ADP7104ARDZ-5.0-R7CT-ND,Analog Devices,ADP7104ARDZ-5.0-R7,https://octopart.com/adp7104ardz-5.0-r7-analog+devices-21054410,U2,,Linear Voltage Regulator  1 Output  500mA  8-SOIC-EP,1,ADP7104ARDZ-5.0-R7CT-ND,,584-ADP7104ARDZ5.0R7,,Cut Tape,,Tape & Reel,,4.0819616,,4.0819616,,662,,1812,,1,,1,,https://octopart.com/click/track?ai=8237&sig=01c9d54&sid=459&ppid=21054410&vpid=63805771&ct=offers,,https://octopart.com/click/track?ai=8237&sig=014c4ba&sid=2401&ppid=21054410&vpid=84769228&ct=offers,,Chip One Stop Japan,C1S103100971011,Cut Tape,1.71,1.71,1.71,1,1,https://octopart.com/click/track?ai=8237&sig=0ab3db9&sid=13512&ppid=21054410&vpid=278173558&ct=offers,
1,ADM1185ARMZ-1REEL7CT-ND,Analog Devices,ADM1185ARMZ-1REEL7,https://octopart.com/adm1185armz-1reel7-analog+devices-5447349,U16,,Supervisor Open Drain or Open Collector 4 Channel 10-MSOP,1,ADM1185ARMZ-1REEL7CT-ND,,584-ADM1185ARMZ1R7,,Cut Tape,,Tape & Reel,,3.4552704,,3.4552704,,477,,1600,,1,,1,,https://octopart.com/click/track?ai=8237&sig=05bf431&sid=459&ppid=5447349&vpid=34201677&ct=offers,,https://octopart.com/click/track?ai=8237&sig=06836a3&sid=2401&ppid=5447349&vpid=77165825&ct=offers,,Rochester Electronics,ADM1185ARMZ-1REEL7,,1.7530416,1.7530416,1.7530416,749,1,https://octopart.com/click/track?ai=8237&sig=043b672&sid=5832&ppid=5447349&vpid=84892288&ct=offers,
1,296-11934-1-ND,Texas Instruments,SN74LVC1G17DCKR,https://octopart.com/sn74lvc1g17dckr-texas+instruments-422864,U17,,Buffer  Non-Inverting 1 Element 1 Bit per Element Push-Pull Output SC-70-5,1,296-11934-1-ND,,595-SN74LVC1G17DCKR,,Cut Tape,,Tape & Reel,,0.2201888,,0.2286576,,149283,,49069,,1,,1,,https://octopart.com/click/track?ai=8237&sig=03c43d6&sid=459&ppid=422864&vpid=1702391&ct=offers,,https://octopart.com/click/track?ai=8237&sig=0eb2925&sid=2401&ppid=422864&vpid=37631443&ct=offers,,GreenChips,SN74LVC1G17DCKR,,0.02378,0.02378,0.02378,3586,1,https://octopart.com/click/track?ai=8237&sig=0f55c6e&sid=28947&ppid=422864&vpid=605277157&ct=offers,
1,ADP7118ARDZ-5.0-ND,Analog Devices,ADP7118ARDZ-5.0,https://octopart.com/adp7118ardz-5.0-analog+devices-38928074,U18,,Linear Voltage Regulator IC  1 Output  200mA 8-SOIC-EP,1,ADP7118ARDZ-5.0-ND,,584-ADP7118ARDZ-5.0,,Tube,,Tube,,1.947824,,1.9393552,,634,,722,,1,,1,,https://octopart.com/click/track?ai=8237&sig=0e75436&sid=459&ppid=38928074&vpid=252191706&ct=offers,,https://octopart.com/click/track?ai=8237&sig=0fa487e&sid=2401&ppid=38928074&vpid=261592784&ct=offers,,Arrow Electronics,ADP7118ARDZ-5.0,,1.736866192,1.736866192,1.736866192,360,1,https://octopart.com/click/track?ai=8237&sig=0e1426b&sid=1106&ppid=38928074&vpid=473147154&ct=offers,
1,296-51198-1-ND,Texas Instruments,ISO7720FDR,https://octopart.com/iso7720fdr-texas+instruments-76926139,U15,,"General Purpose Digital Isolator 3000Vrms 2 Channel 100Mbps 85kV/µs CMTI 8-SOIC (0.154""  3.90mm Width)""",1,296-51198-1-ND,,595-ISO7720FDR,,Cut Tape,,Tape & Reel,,1.7022288,,1.7022288,,2765,,3415,,1,,1,,https://octopart.com/click/track?ai=8237&sig=03f7368&sid=459&ppid=76926139&vpid=510698937&ct=offers,,https://octopart.com/click/track?ai=8237&sig=020c67b&sid=2401&ppid=76926139&vpid=458929004&ct=offers,,Texas Instruments,ISO7720FDR,Cut Tape,1.28979824,1.28979824,1.28979824,17962,1,https://octopart.com/click/track?ai=8237&sig=0129ae3&sid=27219&ppid=76926139&vpid=421274460&ct=offers,
